code,name,description,cost_price
7025 multy net 3in1 juicer,7025 Multy Net 3in1 JUICER,,3250
178 x on blender,178 X On Blender,,1890
318 dyanra kettle,318 Dyanra Kettle,,0
1041 west point chopper,1041 West Point Chopper,,0
004 st 7025 copper blender,004 St 7025 Copper Blender,,1900
502 panasonic 4in1 juicer,502 Panasonic 4in1 Juicer,,3400
202 philips chopper 3 ltr,202 Philips Chopper 3 Ltr,,2600
825 anex coffe maker,825 ANEX COFFE MAKER,,10123.75
8011 raf double hot plate,8011 RAF Double Hot Plate,,2550
290 nd national chopper 3 ltr,290 ND National Chopper 3 Ltr,,3480
847 cambridge food processor,847 Cambridge Food Processor,,6800
6151 cambridge electric oven,6151 Cambridge Electric Oven,,0
1056 ox chopper oxford,1056 OX CHOPPER OXFORD,,0
226 kenwood hot plate,226 Kenwood Hot Plate,,5500
8056 panasonic blender dd,8056 Panasonic Blender DD,,3382
3058 anex chopper,3058 Anex Chopper,,14689.17
5000 nd national convection oven toaster,5000 ND National Convection Oven Toaster,,20445
8477 cambridge food processor,8477 Cambridge Food Processor,,7700
156 spell sandwich maker,156 Spell Sandwich Maker,,1350
201 kenwood hand blender,201 Kenwood Hand Blender,,3000
40 mj chori,40 Mj chori,,48
800 silver crest masala grinder,800 Silver Crest Masala Grinder,,1500
garari 3in1 juicer,Garari 3in1 Juicer,,6
6066 nd national sandwich maker grill,6066 ND National Sandwich Maker Grill,,6177
box 176 ht iron,Box 176 HT Iron,,78
6001 dawlance meat machine,6001 Dawlance Meat Machine,,7910
310 angeleno garment steamer,310 Angeleno Garment Steamer,,5000
602 angleno kettle,602 Angleno Kettle,,2900
675 seco rod heater,675 Seco Rod Heater,,4500
3 ltr commercial blender,3 Ltr Commercial Blender,,5850
1088 oxford chopper,1088 Oxford Chopper,,5418
197 wp iron,197 WP Iron,,0
120 sogo insect killer 20w,120 Sogo Insect Killer 20W,,6700
8056 kenwood blender dd,8056 Kenwood Blender DD,,3382
205 kenwood hand blender,205 Kenwood Hand Blender,,4200
111 heater 3 rod,111 Heater 3 Rod,,1230
2211 crystal handal light weight iron,2211 Crystal Handal Light Weight Iron,,1850
280 nd national chopper 3 ltr,280 ND National Chopper 3 Ltr,,3306
box 1010 kw blender,Box 1010 KW Blender,,80
2392 r ms lido fan,2392 R MS Lido Fan,,3500
lid glass jug white 3in1 juicer,Lid Glass Jug White 3in1 Juicer,,36.67
2021 braun hand blender,2021 Braun Hand Blender,,2050
785 kenwood chopper,785 Kenwood Chopper,,6500
592 panasonic blender plastic 7025 copper,592 Panasonic Blender Plastic 7025 Copper,,1947
7000 plastic china kettle,7000 Plastic China Kettle,,1200
365 west point chopper,365 West Point Chopper,,6800
922 cambridge kettle,922 Cambridge Kettle,,0
1045 anex chopper,1045 Anex Chopper,,5800
7015cc blender motor,7015CC Blender Motor,,631.67
551 kingberg hot plate,551 Kingberg  Hot Plate,,5400
700 as philips chopper 3 litter,700 AS Philips Chopper 3 Litter,,3300
3040 p golden iron panasonic,3040 P Golden Iron Panasonic,,965
802 nd national hand blender,802 ND National Hand Blender,,5307
sofina deep fryer,Sofina Deep Fryer,,3000
626 nd national hand blender,626 ND National Hand Blender,,4524
8084 nd national blender dd,8084 ND National Blender DD,,3157.14
322 oxford kettle,322 Oxford Kettle,,1672.7
402 food factory,402 Food Factory,,8100
555 st chori,555 st chori,,55.83
table dish 16' white,table dish 16' white,,2500
9390 nd national blender dd,9390 ND National Blender DD,,3306
176 juicy cambridge heavy commercial panasonic 3in1 juicer,176 Juicy Cambridge Heavy Commercial Panasonic 3in1 Juicer,,3060
3054 anex food factory,3054 Anex Food Factory,,17253.6
box 1919 ph 4in1 juicer,Box 1919 Ph 4in1 Juicer,,107.5
8020 raf hot plate,8020 Raf Hot Plate,,1895
07 kenwood blender,07 Kenwood Blender,,3100
2222 st national 3in1 juicer copper,2222 ST National 3in1 Juicer Copper,,3875
102 spell 3in1 juicer,102 Spell 3in1 Juicer,,3560
204 seco stick,204 Seco Stick,,1500
2045 national iron n golden,2045  National Iron N Golden,,1200
108 w nd national sandwich maker,108 W ND National Sandwich Maker,,3132
6139 anex blender,6139 Anex Blender,,11921
9915 nd national coffee maker expresso machine,9915 ND National Coffee Maker Expresso Machine,,16965
2013 remington hair dryer,2013 Remington Hair Dryer,,2200
176 st juicer,176 St Juicer,,0
jali stainer,Jali Stainer,,408
103 life relaxe kettle,103 Life Relaxe Kettle,,1350
zeeshan haider ghazanfar brothers i.t return & wealth statement,Zeeshan Haider Ghazanfar Brothers I.T Return & Wealth Statement,,125000
9252 philips air fryer,9252 philips air fryer,,9800
175 anex 3in1 juicer,175 Anex 3in1 Juicer,,12398.75
blade masalah china 176,blade masalah china 176,,40.83
111 nd national blender,111 ND National Blender,,4250
1515 kenwood white body 3in1 7025 copper,1515 KENWOOD White Body 3in1 7025 Copper,,0
5050 nd national digital cooker 5ltr,5050 ND National Digital Cooker 5Ltr,,6525
seal kaim,Seal Kaim,,450
176 panasonic juicer p new 3in1,176 Panasonic Juicer P New 3in1,,3500
7771 nd national blender,7771 ND National Blender,,4263
881 kenwood blender,881 Kenwood Blender,,2375
jb 850w juicer,JB 850W Juicer,,0
gb 176/st pure body 7025cc,Gb 176/St pure body 7025cc,,3630
610 yashica chopper,610 Yashica Chopper,,0
box 40 mj panasonic blender,Box 40 MJ Panasonic Blender,,75
foam 4in1,Foam 4in1,,0
2024 nd national microwave oven dt,2024 ND National Microwave Oven DT,,14000
500 cambridge single juicer,500 Cambridge Single Juicer,,5525
5040 kenwood air fryer,5040 Kenwood Air Fryer,,11500
1054 anex plus heater,1054 Anex Plus Heater,,1000
701 china moulinex blender,701 China Moulinex Blender,,0
g2 black & decker sandwich maker,G2 Black & Decker Sandwich Maker,,7800
540 st national blender 7020 copper,540 St National Blender 7020 Copper,,1200
30 st jug,30 st jug,,250
999 nd national air fryer,999 ND National Air Fryer,,20025
914 ns lightweight iron,914 NS Lightweight Iron,,1610
3312 a max small dish,3312 A Max Small Dish,,1050
541 st national dd blender,541 St National DD Blender,,2800
854 nd national chopper,854 ND National Chopper,,5232.43
1582 panasonic blender,1582 Panasonic Blender,,2610.71
2023 kettle china 2.5 l,2023 Kettle China 2.5 L,,1470
1108 braun food factory,1108 Braun Food Factory,,10100
216 kenwood steam iron,216 Kenwood Steam Iron,,1950
419 panasonic blender 7015,419 Panasonic Blender 7015,,1500
379 seco box heater,379 Seco Box Heater,,825
100 mj 3in1 juicer,100 MJ 3in1 Juicer,,4866.67
930 nd national electric oven,930 ND National Electric Oven,,8500
3141 anex chopper,3141 Anex Chopper,,15553.58
42 hm nd national egg beater,42 HM ND National Egg Beater,,3001
176 anex juicer 3in1,176 Anex Juicer 3in1,,12135.5
350 cambridge juicer,350 Cambridge Juicer,,6480
507 panaasonic sandwich maker,507 Panaasonic Sandwich Maker,,2000
box 820 st national chopper,Box 820 St National Chopper,,101.5
691 sogo fan,691 Sogo Fan,,0
2888 np sandwich maker,2888 NP Sandwich Maker,,1350
1019 anex handy garment steamer 1900 watt,1019 Anex Handy Garment Steamer 1900 Watt,,6266.26
9040 nd national blender 2 ltr,9040 ND National Blender 2 Ltr,,6699
box st 446 juicer 3in1,Box ST 446 Juicer 3in1,,81.75
4071 anex kettle,4071 Anex Kettle,,7862.4
330 st national 3in1 juicer 7025cc,330 ST National 3in1 Juicer 7025CC,,3550
9801 salad cutter,9801 Salad Cutter,,850
7030cc white body 3in1 juicer,7030CC White Body 3in1 Juicer,,3412
131 st sandwich maker,131 ST SANDWICH MAKER,,1190
900 philips 3 ltr chopper,900 Philips 3 Ltr Chopper,,2475
3011 anex toaster,3011 Anex Toaster,,6097
5188 handheld garment steamer,5188 Handheld Garment Steamer,,3500
786 st national 3in1 juicer 8830,786 St National 3in1 Juicer 8830,,6266.67
755 plastic kettle,755 Plastic Kettle,,1200
gata 3in1 juicer,Gata 3in1 Juicer,,36
003 stc kenwood kettle,003 stc Kenwood Kettle,,1441.67
25 l gb microwave oven,25 L GB Microwave Oven,,18300
107 r nd national sandwich maker red,107 R ND National Sandwich Maker RED,,3132
110 panasonic blender,110 Panasonic Blender,,860
9091 nd national plastic blender,9091 ND National Plastic Blender,,3382
2199 anex vacuum cleaner 1500w 2in1,2199 Anex Vacuum Cleaner 1500W 2in1,,25298
2000 tower fa resovion heater,2000 TOWER FA RESOVION HEATER,,3900
681 sogo fan,681 Sogo Fan,,0
hot plate glass,Hot Plate Glass,,1450
592 panasonic blender 7020cc,592 Panasonic Blender 7020CC,,1450
890 enviro egg beater,890 ENVIRO EGG BEATER,,3600
9397 nd national blender,9397 ND National Blender,,3356
0964 st national blender,0964 St National Blender,,2933.33
761 national juicer,761 National Juicer,,2275
512 ns sandwich maker,512 NS Sandwich Maker,,1790
300 tourus plus stick blender,300 Tourus Plus Stick Blender,,2275
464 philips kettle,464 Philips Kettle,,1125
box 8010 juicy black 3in1 juicer,Box 8010 Juicy Black 3in1 Juicer,,76
pure body brown top,Pure Body Brown Top,,1388
360 indus washing machine,360 Indus Washing Machine,,21950
ag 40 angeleno coffee maker,AG 40 Angeleno Coffee Maker,,31000
3142 anex chopper,3142 Anex Chopper,,13195.25
button blender wp,Button Blender WP,,72.86
102 euro blender,102 EURO BLENDER,,980
105 anex h/b,105 Anex H/B,,0
962 panasonic vacuum cleaner,962 Panasonic Vacuum Cleaner,,8700
182 anex juicer 4in1,182 Anex Juicer 4in1,,13559
1760 panasonic juicer jp (pc) 4in1,1760 Panasonic Juicer JP (PC) 4in1,,1216.67
box 593 panasonic blender,Box 593 Panasonic Blender,,42
132 st national sandwich maker,132 ST national sandwich maker,,1000
base masala dubi,Base Masala Dubi,,103.12
mq 100 soup braun hand blender,MQ 100 Soup Braun Hand Blender,,7620
552 nd national chopper,552 ND National Chopper,,5190.05
3143 anex chopper,3143 Anex Chopper,,14400.5
7720 kenwood food factory,7720 Kenwood Food Factory,,7200
142 dawlance micro oven,142 Dawlance Micro Oven,,45009.79
wk 44 kettle,Wk 44 Kettle,,2100
34g-kb 8in1 commercial blender,34G-KB 8in1 Commercial Blender,,7500
6280 cambrigde kettle,6280 Cambrigde Kettle,,3383
iron bag,iron bag,,35
103 nd national sandwich maker steel,103 ND National Sandwich Maker Steel,,3049.58
1035 seco electric oven,1035 Seco Electric Oven,,13100
2020 panasonics air fryer,2020 Panasonics Air Fryer,,12250
312 dsp hand blender,312 DSP Hand Blender,,3300
662 nd national food factory,662 ND National Food Factory,,9222
600 st design body,600 st design Body,,630
box 004 national,Box 004 National,,52
1079 anex dry iron,1079 Anex Dry Iron,,6097
25 mo kenwood microwave oven manual,25 MO Kenwood Microwave Oven Manual,,16000
403 spell blender,403 Spell Blender,,2972.6
9300 philips food processor,9300 Philips Food Processor,,5300
697 anex blender unbreakable,697 Anex Blender Unbreakable,,5669.3
0071 decora handy steamer,0071 Decora Handy Steamer,,5500
3450 kenwood pc 4in1 juicer,3450 Kenwood PC 4in1 Juicer,,3525
130 st national special iron,130 ST National Special Iron,,1440
045 stick china,045 STICK CHINA,,1893.75
0171 decora steamer,0171 Decora Steamer,,12800
table dish black 16',table dish black 16',,2350
414 ms lido fan,414 MS Lido Fan,,3000
204 b home luxe hand blender,204 B Home Luxe Hand Blender,,0
505 mj chopper,505 Mj Chopper,,3300
908 panasonic air fryer,908 Panasonic Air Fryer,,11700
"2029 moving 14"" heater","2029 Moving 14"" Heater",,1375
123 panasonic stick blender,123 Panasonic Stick Blender,,2950
3070 n gray national iron,3070 N Gray National Iron,,845
1045 oxford food processor,1045 Oxford Food Processor,,8131.3
56 jp jack pot chopper,56 JP JACK POT CHOPPER,,0
5in1 chopper,5in1 Chopper,,2900
800 nd national hand blender with chopper,800 ND National Hand Blender With Chopper,,5336
jug with lid,Jug With Lid,,31.67
155 boxch kettle,155 Boxch Kettle,,1500
06 kenwood sandwich maker,06 Kenwood Sandwich Maker,,3040
689 sogo fan,689 Sogo Fan,,3200
001 plastic kettle,001 Plastic Kettle,,1269.29
1174 philips iron light weight,1174 Philips Iron Light Weight,,1500
718 panasonic chopper,718 Panasonic Chopper,,4000
china fan heater amm,china fan heater amm,,1550
base jug peach,Base Jug Peach,,80
177 jack pot,177 Jack Pot,,0
013 kenwood chopper 3 ltr,013 Kenwood Chopper 3 Ltr,,2459.21
670 st national blender,670 ST NATIONAL BLENDER,,1190
112 moulinex stick,112 moulinex stick,,1390
1502 deuron egg beater / hand mixer,1502 Deuron Egg Beater / Hand Mixer,,4660
290c chopper 3 ltr,290C Chopper 3 Ltr,,2300
bb1 electric oven,BB1 Electric Oven,,11500
555 st national blender,555 St National Blender,,1705
3099 nd national garments steamer,3099 ND National Garments Steamer,,12015
404 spell blender,404 Spell Blender,,2893
176 hs panasonic 3in1 juicer 7025cc,176 HS Panasonic 3in1 Juicer 7025CC,,385.81
450 kenwood blender original,450 Kenwood Blender Original,,5500
020 kenwood hand blender,020 Kenwood Hand Blender,,4100
43 hm nd national hand blender,43 HM ND National Hand Blender,,3132
es 300 sliver star iron,ES 300 Sliver Star Iron,,8500
1251 blender panasonic,1251 Blender Panasonic,,0
318 nd national vacuum cleaner,318 ND National Vacuum Cleaner,,11310
box st 500 iron,Box St 500 Iron,,56
703 sandwich maker 4 slice,703 Sandwich Maker 4 Slice,,3200
a 18 sanyo dish heater,A 18 Sanyo Dish Heater,,4500
30 dcg enviro microwave oven,30 DCG Enviro Microwave Oven,,23500
9000 philips food processor,9000 PHILIPS FOOD PROCESSOR,,5150
03 panasonic sandwich maker,03 Panasonic Sandwich Maker,,2600
162 dawlance micro oven,162 Dawlance Micro Oven,,34168
china egg beater,China Egg Beater,,950
0255 national sandwich maker,0255 National Sandwich Maker,,2033.33
176 national 3in1 juicer,176 National 3in1 Juicer,,3200
7030 black panasonic micro oven,7030 Black Panasonic Micro Oven,,10400
3070 kw chooper,3070 Kw Chooper,,5537.5
1108 saachi vacuum,1108 Saachi Vacuum,,9000
3088 sinbo commercial blender,3088 Sinbo Commercial Blender,,3900
116 st national iron,116 ST National Iron,,962
8003 boman hand blender,8003 Boman Hand Blender,,2700
150 mj juicer 3 in 1,150 MJ Juicer 3 IN 1,,3966.67
1213 national sandwich maker,1213 National Sandwich Maker,,1600
blade masala 3in1 juicer,Blade Masala 3in1 Juicer,,13
9021 kentax microwave oven,9021 Kentax Microwave Oven,,8400
1907 panasonic sandwich maker,1907 Panasonic Sandwich Maker,,2100
705 ox blender,705 OX BLENDER,,3057.3
2024 dish 14 size,2024 Dish 14 Size,,1150
1931 progress double hot plate,1931 progress Double Hot Plate,,8200
376 raf hand blender,376 Raf Hand Blender,,2042.86
base masala 592 blender,Base Masala 592 Blender,,120
1055 nd national hot plate,1055 ND National Hot Plate,,5292.5
sinbo heater fh 01 moving,sinbo heater fh 01 moving,,1950
4030 philips hot plate double,4030 Philips Hot Plate double,,8550
5899 seco food processor,5899 Seco Food Processor,,5600
625 seco hot plate,625 Seco Hot Plate,,5500
543 chori,543 chori,,48
17 anex vegetable slicer / cutter,17 Anex Vegetable Slicer / Cutter,,2093
850 silver crest toaster,850 Silver Crest Toaster,,3125
3003 panasonic chopper,3003 Panasonic Chopper,,2950
box 555 st blender,Box 555 ST Blender,,64.14
nut 7 ml for kaim,Nut 7 ML FOR KAIM,,174.08
178 panasonic 4in1 juicer,178 Panasonic 4in1 Juicer,,2975
car fan sogo,Car Fan Sogo,,1000
6289 commercial blender,6289 Commercial Blender,,3950
3097 nd national garment steamer,3097 ND National Garment Steamer,,14240
dish pure white 10 pcs ctn,dish pure white 10 pcs ctn,,850
1 litter glass jug,1 Litter Glass Jug,,461.25
186 nd national citrus press,186 ND National Citrus Press,,3560
labour charges,Labour Charges,,450
952 indus 3in1 juicer,952 Indus 3in1 Juicer,,3000
9026 anex microwave oven,9026 Anex Microwave Oven,,10037
upper body 1018 blender,Upper Body 1018 Blender,,109.67
2049 anex meat mincer with vegatable cutter,2049 Anex Meat Mincer With Vegatable Cutter,,20737.08
466 kenwood microwave oven,466 Kenwood Microwave Oven,,11300
amm small dish sk,Amm Small Dish SK,,680
2405 west point single juicer,2405 West Point Single Juicer,,3350
423 panasonic blender dd,423 Panasonic Blender DD,,2185
301 g power sandwich maker,301 g power sandwich maker,,2350
2046 anex sandwich maker,2046 Anex Sandwich Maker,,6006
6138 anex blender,6138 Anex Blender,,10847
2074 anex light weight iron,2074 Anex Light Weight Iron,,4550
410 panasonic blender,410 Panasonic Blender,,1825
666 microwave oven,666 Microwave Oven,,12100
3072 anex oven toaster,3072 Anex Oven Toaster,,29256.5
644 jp jack pot sandwich maker,644 jp jack pot sandwich maker,,1190
kaim china,Kaim China,,200
201 gb kenwood iron,201 GB Kenwood Iron,,1907
208 anex stick blender,208 Anex Stick Blender,,6170
08 philips blender,08 Philips Blender,,3100
wire blender amm,Wire Blender Amm,,34.75
763 nd national food processor,763 ND National Food Processor,,9222
775 anex plus hot plate,775 Anex Plus Hot Plate,,3900
2016 anex manual air fryer 6.5 ltr,2016 Anex Manual Air Fryer 6.5 Ltr,,0
698 st national double dabi,698 St National Double Dabi,,2800
55 silver crest chopper 3 ltr,55 Silver Crest Chopper 3 Ltr,,2350
1050 panasonic blender,1050 Panasonic Blender,,990
617 panasonic kettle,617 Panasonic Kettle,,1113.33
336 st national stick,336 St National Stick,,2500
4700 silver microwave oven mota,4700 Silver Microwave Oven MOTA,,13500
200 kenwood blender,200 Kenwood Blender,,1800
25 awt panasonic iron solar,25 AWT Panasonic Iron Solar,,1675
20mxp4 haier 20l micro oven,20MXP4 Haier 20L Micro Oven,,12293.88
2809 raf commercial blender,2809 RAF Commercial Blender,,3700
master hot plate,Master Hot Plate,,3500
555 st national blender 7015,555 St National Blender 7015,,0
22 st national awt iron,22 St National AWT Iron,,2368
3151 anex food processor,3151 Anex Food Processor,,15085.65
2020 venus heavy commercial,2020 VENUS HEAVY COMMERCIAL,,2800
7018 panasonic hand blender with beater,7018 Panasonic Hand Blender With Beater,,3240
box mj 599,box mj 599,,63
704 oxford hand blender with egg beater,704 Oxford Hand Blender With Egg Beater,,2958.4
160 national 3in1 juicer,160 National 3in1 Juicer,,3320
1108 philips food factory,1108 Philips Food Factory,,10100
8822 chuangde hair dryer,8822 Chuangde Hair Dryer,,1900
02 waves toaster,02 Waves Toaster,,0
1108 panasonic food factory,1108 Panasonic Food Factory,,10100
715 cambridge stick,715 cambridge stick,,1390
6688 nd national stand mixer,6688 ND National Stand Mixer,,15660
86 ab hellogen perfect,86 AB HELLOGEN PERFECT,,740
123 st national sandwich maker,123 St National Sandwich Maker,,2100
521 deuron steal 1.7 ltr kettle,521 Deuron Steal 1.7 Ltr Kettle,,4045
britania toaster,Britania Toaster,,3266.67
12 t3 pro tcl air conditioner,12 T3 Pro TCL Air Conditioner,,113000
813 anex egg beater,813 Anex Egg Beater,,3400
4110 sencor stick blender,4110 Sencor Stick Blender,,2000
8008 national juicer 3in1,8008 National Juicer 3in1,,3900
203 panasonic kettle,203 Panasonic Kettle,,1600
036 effeline food processor,036 Effeline Food Processor,,4500
3159 anex food processor,3159 Anex Food Processor,,17608.5
113 oxford iron,113 Oxford Iron,,890
mq 3000 braun hand blender plastic,MQ 3000 Braun Hand Blender Plastic,,8800
7740 kenwood food factory,7740 Kenwood Food Factory,,13000
555 st body complete,555 st body complete,,147.86
189 ex anex juicer 4in1 600w,189 EX Anex Juicer 4in1 600W,,15333.5
20l classic white pel microwave oven,20L Classic White PEL Microwave Oven,,13000
1117 hitachi citrus press,1117 Hitachi Citrus Press,,4500
2023 gray fish heater,2023 Gray Fish Heater,,600
825 tg microwave oven,825 TG Microwave Oven,,20300
chocolate fountain,Chocolate Fountain,,8250
indus income tax return,Indus Income Tax Return,,10000
03 fh renova fan heater,03 FH Renova Fan Heater,,1425
523 deuron 1.7 ltr white kettle,523 Deuron 1.7 Ltr White Kettle,,3515
mn panasonic 3in1 juicer,MN PANASONIC 3IN1 JUICER,,3789.47
192 anex 4in1 juicer,192 Anex 4in1 Juicer,,13559
mj 40 body,Mj 40 body,,145
3008 anex toaster 2 slice,3008 Anex Toaster 2 Slice,,6825
620 philips chopper,620 Philips Chopper,,5900
2188 anex multi cooker with digital,2188 Anex Multi Cooker With Digital,,25070.5
113 cambirde sm,113 Cambirde SM,,0
box 718 blender,Box 718 Blender,,42
4056 anex kettle steel 1.7 ltr,4056 Anex Kettle Steel 1.7 Ltr,,6426.88
213 oxford sandwich maker,213 Oxford Sandwich Maker,,2008.1
176 juicy deuron heavy commercial panasonic 3in1 juicer,176 Juicy Deuron Heavy Commercial Panasonic 3in1 Juicer,,3675
7030 gb panasonic 3in1 juicer,7030 GB Panasonic 3in1 Juicer,,3250
304 g power sandwich maker,304 g power sandwich maker,,4600
3070 p golden panasonic iron,3070 P Golden panasonic iron,,850
master carton blender,Master Carton Blender,,100
231 st national 4in1 juicer,231 St National 4in1 Juicer,,5400
ju4b angeleno 4in1 juicer,JU4B Angeleno 4in1 Juicer,,14300
482 philips garments steamer,482 Philips Garments Steamer,,18000
5000 14' fan,5000 14' fan,,5200
box 202 gb iron,Box 202 GB Iron,,68
004 stc kenwood kettle,004 stc kenwood kettle,,1425
150 g silver crest grinder,150 G Silver Crest Grinder,,5380
317 kenwood kettle,317 Kenwood Kettle,,1125
4054 anex kettle,4054 Anex Kettle,,6430.67
799 anex plus food processor,799 Anex Plus Food Processor,,5950
3310 seco rice cooker 10 l,3310 Seco Rice Cooker 10 L,,7500
base masala dubi blender wp shahid sahab,Base Masala Dubi Blender WP Shahid Sahab,,95
9036 anex microwave oven,9036 Anex Microwave Oven,,11800
444 microwave oven,444 Microwave Oven,,11394.74
4080 philips golden iron,4080 Philips Golden Iron,,1615.25
2146 anex food processor,2146 Anex Food Processor,,12391.17
176 hs philips 3in1 juicer 7025cc,176 HS Philips 3in1 Juicer 7025CC,,2325
ss body complete,ss body complete,,1570
4058 anex kettle 2 litter,4058 Anex Kettle 2 Litter,,7393.75
213 deuron heavy iron,213 Deuron Heavy Iron,,3685
5806 philips air fryer,5806 Philips Air Fryer,,0
99 sogo dish heater,99 Sogo Dish Heater,,4200
873 ms stick blender plastic,873 MS Stick Blender Plastic,,2100
jug 592 blender,Jug 592 Blender,,210
1121 anex garment steamer,1121 Anex Garment Steamer,,20657
9092 nd national 1.5l blender pl,9092 ND National 1.5L Blender PL,,2740.5
9000 dawlance spinner,9000 Dawlance Spinner,,22500
9900 national 3in1 juicer,9900 National 3in1 juicer,,3034
820 oxford juicer,820 Oxford Juicer,,4301.72
ref 9178lf e-chrome metallic gold,REF 9178LF E-Chrome Metallic Gold,,89491.14
0820 p gray iron,0820 P Gray Iron,,1716.25
010 panasonic chopper 3 ltr,010 Panasonic Chopper 3 Ltr,,2450
jug plastic wp,Jug Plastic WP,,208
3000 panasonic juicer copper 7030 moter,3000 Panasonic Juicer Copper 7030 Moter,,5000
309 sandwich maker,309 Sandwich Maker,,2016.67
5005 m net microwave oven,5005 M Net Microwave Oven,,16000
ref 9169wb avante plus new ruby red,REF 9169WB Avante Plus New Ruby Red,,99450.58
711 national blender,711 national blender,,1320
gene 3in1 juicer,Gene 3in1 Juicer,,8
base jug blender wp shahid sahab,Base Jug Blender WP Shahid Sahab,,95
900 oxford air fryer,900 Oxford Air Fryer,,10000
216 nd national kettle 1.7 l,216 ND National Kettle 1.7 L,,3132
550 national microwave oven,550 National Microwave Oven,,11600
box 419 blender,Box 419 Blender,,73
977 philips chopper,977 Philips Chopper,,3250
8081 nd national blender,8081 ND National Blender,,2640.15
box 8001 m new 3in1 juicer,Box 8001 M New 3in1 Juicer,,83.33
25 mo gb microwave oven,25 MO GB Microwave Oven,,15950
952 nd national chopper with cutter+citrus,952 ND National Chopper With Cutter+Citrus,,6133.5
9730 philips air fryer,9730 Philips Air Fryer,,11400
619 kenwood chooper,619 Kenwood Chooper,,6188.89
333 st natianal juicer,333 St Natianal juicer,,2400
113 kenwood sandwich maker,113 Kenwood Sandwich Maker,,2050
1101 deuron hand blender,1101 Deuron Hand Blender,,3600
8001 m new panasonic juicer 3in1,8001 M New Panasonic Juicer 3in1,,2990
iron u,iron u,,32.14
900 ns blender,900 NS Blender,,1638
260 national 3in1 juicer,260 National 3in1 Juicer,,3600
4480 chopper 3 ltr,4480 Chopper 3 Ltr,,2200
408 panasonic sandwich maker,408 Panasonic Sandwich Maker,,1794.12
1028 anex steam iron,1028 Anex Steam Iron,,5300.75
2000 egg beater,2000 Egg Beater,,1700
3095 anex insect killer,3095 Anex Insect Killer,,10101
2059 panasonics chopper,2059 Panasonics Chopper,,6000
3079 anex oven toaster 60 ltr,3079 Anex Oven Toaster 60 Ltr,,31577
726 oxford blender dd,726 Oxford Blender DD,,2253.2
738 west point blender,738 West Point Blender,,4150
318 x on blender,318 X On Blender,,1320
191 anex juicer 4in1,191 Anex Juicer 4in1,,18115.82
601 raf hot plate,601 RAF Hot Plate,,3600
02hbm kenwood hand blender,02HBM Kenwood Hand Blender,,10000
786 kenwood food factory,786 Kenwood Food Factory,,8300
3040 n golden iron national,3040 N Golden Iron National,,840
1112 insect killer seco,1112 INSECT KILLER SECO,,1750
176 black pure panasonic juicer 7025cc,176 Black Pure Panasonic Juicer 7025CC,,0
90d nsb heater,90D NSB Heater,,4600
ref 9140wb e-chrome metallic gold fridge,REF 9140WB E-Chrome Metallic Gold Fridge,,50180.55
720 panasonic microwave oven,720 Panasonic Microwave Oven,,11850
186 geepas kettle original,186 Geepas Kettle Original,,4600
3040 p gray iron panasonic,3040 P Gray Iron Panasonic,,965
2077 anex dry iron,2077 Anex Dry Iron,,4459
605 kw chopper,605 KW Chopper,,3300
50 mh double hot plate,50 MH Double Hot Plate,,8500
550 kenwood hot plate,550 Kenwood Hot Plate,,3600
1066 nd hot plate,1066 nd hot plate,,5307
125 nd national microwave oven,125 ND National Microwave Oven,,21445.5
755 nd national air fryer,755 ND National Air Fryer,,13485
8002 p new panasonic juicer 3in1,8002 P New Panasonic juicer 3in1,,3550
1020 anex garment steamer,1020 Anex Garment Steamer,,20020
3147 anex food factory,3147 Anex Food Factory,,18245.5
china handle iron,China Handle Iron,,700
110 oxford iron,110 Oxford Iron,,1640.64
sticker 1019,sticker 1019,,10
670 14 inch worldpool charging fan,670 14 Inch Worldpool Charging Fan,,5500
020 sk 20l panasonic microwave oven,020 SK 20L Panasonic Microwave Oven,,8000
126 st sm,126 ST SM,,0
210 raf hot plate,210 Raf Hot Plate,,3343.33
1138 ms 3in1 juicer 7025cc panasonic,1138 MS 3in1 Juicer 7025CC Panasonic,,0
100 number blender,100 number blender,,5000
master cartton 4in1,Master Cartton 4in1,,129.29
700w china heavy stick blender,700W China Heavy Stick Blender,,1680
shelving soft 3in1 juicer,Shelving Soft 3in1 Juicer,,545
954 indus 3in1 juicer,954 Indus 3in1 Juicer,,2875
314 cambridge blender,314 Cambridge Blender,,0
555 st jug,555 st jug,,269.29
4460 chopper 3 ltr,4460 Chopper 3 Ltr,,1916.67
787 st national juicer 4in1,787 St National Juicer 4in1,,7300
821 st national chopper,821 St National Chopper,,4950
685 seco fan,685 Seco Fan,,3000
74 cj juicer,74 CJ Juicer,,0
445 seco sandwich maker,445 Seco Sandwich Maker,,2400
coli 592 blender,Coli 592 Blender,,36
330 nd national vacuum cleaner,330 ND National Vacuum Cleaner,,12615
120 st national toaster,120 St National Toaster,,3600
310 kenwood blender,310 Kenwood Blender,,1859.38
loader riqsha,loader riqsha,,434000
103 deuron plus dd blender,103 Deuron Plus DD Blender,,1030
24g kenwood commercial 2in1 blender,24G Kenwood Commercial 2in1 Blender,,4200
6134 geepas double hot plate,6134 Geepas Double Hot Plate,,18000
7113 raf coffee grinder,7113 RAF Coffee Grinder,,939
70 philips air fryer,70 Philips Air Fryer,,10200
